word,prefixes,stem,suffixes,frequency,stability,n_variants
فَخُذْهَا,ف,خذ,ها,1,1.0,1
يَأْخُذُوا,ي,أخذ,وا,1,1.0,1
بِأَحْسَنِهَا,ب,أحسن,ها,1,1.0,1
سَأَصْرِفُ,س|أ,صرف,,1,1.0,1
آيَاتِيَ,,آي,ات|ي,1,1.0,1
يَتَكَبَّرُونَ,ي,تكبر,ون,1,1.0,1
حُلِيِّهِمْ,,حلي,هم,1,1.0,1
يُكَلِّمُهُمْ,ي,كلم,هم,1,1.0,1
اتَّخَذُوهُ,,اتخذ,و|ه,1,1.0,1
سُقِطَ,,سقط,,1,1.0,1
وَرَأَوْا,و,رأ,وا,1,1.0,1
يَرْحَمْنَا,ي,رحم,نا,1,1.0,1
رَجَعَ,,رجع,,1,1.0,1
خَلَفْتُمُونِي,,خلف+تم+و+ن,ي,1,1.0,1
أَعَجِلْتُمْ,أ,عجل,تم,1,1.0,1
بِرَأْسِ,ب,رأس,,1,1.0,1
يَجُرُّهُ,ي,جر,ه,1,1.0,1
اسْتَضْعَفُونِي,,استضعف+و+ن,ي,1,1.0,1
وَكَادُوا,و,كاد,وا,1,1.0,1
يَقْتُلُونَنِي,ي,قتل+ون+ن+ي+None+None,,1,1.0,1
تُشْمِتْ,ت,شمت,,1,1.0,1
بِيَ,B,ى,,1,1.0,1
الْأَعْدَاءَ,ال,أعداء,,1,1.0,1
وَلِأَخِي,و|ل,أخ,ي,1,1.0,1
وَأَدْخِلْنَا,و,أدخل,نا,1,1.0,1
رَحْمَتِكَ,,رحم,ت|ك,1,1.0,1
سَيَنَالُهُمْ,,س+ي+نال,هم,1,1.0,1
وَذِلَّةٌ,و,ذل,ة,1,1.0,1
الْمُفْتَرِينَ,ال,مفتر,ين,1,1.0,1
سَكَتَ,,سكت,,1,1.0,1
الْغَضَبُ,ال,غضب,(null),1,1.0,1
نُسْخَتِهَا,,نسخ,ة|(null)|ها,1,1.0,1
يَرْهَبُونَ,ي,رهب,ون,1,1.0,1
وَاخْتَارَ,و,اختار,,1,1.0,1
أَخَذَتْهُمُ,,أخذ,ت|هم,1,1.0,1
أَهْلَكْتَهُمْ,,أهلك,ت|هم,1,1.0,1
أَتُهْلِكُنَا,أ|ت,هلك,نا,1,1.0,1
فِتْنَتُكَ,,فتن,ت|ك,1,1.0,1
تُضِلُّ,ت,ضل,,1,1.0,1
وَتَهْدِي,و|ت,هدي,,1,1.0,1
الْغَافِرِينَ,ال,غافر,ين,1,1.0,1
وَاكْتُبْ,و,ا+كتب,,1,1.0,1
هُدْنَا,,هد,نا,1,1.0,1
أُصِيبُ,أ,صيب,,1,1.0,1
أَشَاءُ,أ,شاء,,1,1.0,1
وَرَحْمَتِي,و,رحم,ت|ي,1,1.0,1
وَسِعَتْ,,وسع,ت,1,1.0,1
فَسَأَكْتُبُهَا,ف|س|أ,كتب,ها,1,1.0,1
الْأُمِّيَّ,ال,أم+ي,,1,1.0,1
يَجِدُونَهُ,ي,جد,و|ن|ه,1,1.0,1
مَكْتُوبَاً,,مكتوب,ا,1,1.0,1
يَأْمُرُهُمْ,ي,أمر,هم,1,1.0,1
وَيَنْهَاهُمْ,و|ي,نها+هم+None,,1,1.0,1
وَيُحِلُّ,و|ي,حل,,1,1.0,1
وَيُحَرِّمُ,و|ي,حرم,,1,1.0,1
وَيَضَعُ,و|ي,ضع,,1,1.0,1
إِصْرَهُمْ,,إصر,هم,1,1.0,1
وَالْأَغْلَالَ,و|ال,أغلال,,1,1.0,1
وَعَزَّرُوهُ,و,عزر,و|ه,1,1.0,1
وَنَصَرُوهُ,و,نصر,و|ه,1,1.0,1
النُّورَ,ال,نور,,1,1.0,1
الْأُمِّيِّ,ال,أم+ي,,1,1.0,1
وَكَلِمَاتِهِ,و,كلم,ات|ه,1,1.0,1
وَاتَّبِعُوهُ,و,اتبع,و|ه,1,1.0,1
وَقَطَّعْنَاهُمُ,و,قطع,نا|هم,1,1.0,1
اثْنَتَيْ,,اثن,ت|ي,1,1.0,1
أَسْبَاطَاً,,أسباط,ا,1,1.0,1
اسْتَسْقَاهُ,,استسقا,ه,1,1.0,1
فَانْبَجَسَتْ,ف,انبجس,ت,1,1.0,1
خَطِيئَاتِكُمْ,,خطيئ,ات|كم,1,1.0,1
سَنَزِيدُ,س|ن,زيد,,1,1.0,1
وَاسْأَلْهُمْ,و,ا+سأل,هم,1,1.0,1
حَاضِرَةَ,,حاضر,ة,1,1.0,1
يَعْدُونَ,ي,عد,ون,1,1.0,1
حِيتَانُهُمْ,,حيتان,هم,1,1.0,1
سَبْتِهِمْ,,سبت,هم,1,1.0,1
شُرَّعَاً,,شرع,ا,1,1.0,1
يَسْبِتُونَ,ي,سبت,ون,1,1.0,1
نَبْلُوهُمْ,ن,بل,و|هم,1,1.0,1
تَعِظُونَ,ت,عظ,ون,1,1.0,1
مُهْلِكُهُمْ,,مهلك,هم,1,1.0,1
مُعَذِّبُهُمْ,,معذب,هم,1,1.0,1
مَعْذِرَةً,,معذر,ة,1,1.0,1
السُّوءِ,ال,سوء,,1,1.0,1
بَئِيسٍ,,بئيس,,1,1.0,1
عَتَوْا,,عت,وا,1,1.0,1
لَيَبْعَثَنَّ,,ل+ي+بعث+ن,,1,1.0,1
يَسُومُهُمْ,ي,سوم,هم,1,1.0,1
لَسَرِيعُ,,ل+سريع,,1,1.0,1
وَقَطَّعْنَاهُمْ,و,قطع,نا|هم,1,1.0,1
وَبَلَوْنَاهُمْ,و,بلو,نا|هم,1,1.0,1
بِالْحَسَنَاتِ,ب|ال,حسن,ات,1,1.0,1
وَالسَّيِّئَاتِ,و|ال,سيئ,ات,1,1.0,1
وَرِثُوا,,ورث,وا,1,1.0,1
يَأْخُذُونَ,ي,أخذ,و|ن,1,1.0,1
سَيُغْفَرُ,س|ي,غفر,,1,1.0,1
عَرَضٌ,,عرض,,1,1.0,1
يَأْخُذُوهُ,ي,أخذ,و|ه,1,1.0,1
مِيثَاقُ,,ميثاق,,1,1.0,1
وَدَرَسُوا,و,درس,وا,1,1.0,1
وَالدَّارُ,و|ال,دار,,1,1.0,1
يُمَسِّكُونَ,ي,مسك,و|ن,1,1.0,1
نَتَقْنَا,,نتق,نا,1,1.0,1
الْجَبَلَ,ال,جبل,,1,1.0,1
ظُلَّةٌ,,ظل,ة,1,1.0,1
وَأَشْهَدَهُمْ,و,أشهد,هم,1,1.0,1
أَلَسْتُ,أ,لس,ت,1,1.0,1
أَشْرَكَ,,أشرك,,1,1.0,1
أَفَتُهْلِكُنَا,أ,ف+ت+هلك,نا,1,1.0,1
فَانْسَلَخَ,ف,انسلخ,,1,1.0,1
لَرَفَعْنَاهُ,,ل+رفع,نا|ه,1,1.0,1
وَلَكِنَّهُ,و,لكن,ه,1,1.0,1
أَخْلَدَ,,أخلد,,1,1.0,1
الْكَلْبِ,ال,كلب,(null),1,1.0,1
تَتْرُكْهُ,ت,ترك,ه,1,1.0,1
فَاقْصُصِ,ف,ا+قصص,,1,1.0,1
وَأَنْفُسَهُمْ,و,أنفس,هم,1,1.0,1
الْمُهْتَدِي,ال,مهتدي,,1,1.0,1
ذَرَأْنَا,,ذرأ,نا,1,1.0,1
أَسْمَائِهِ,,أسمائ,ه,1,1.0,1
بِصَاحِبِهِمْ,ب,صاحب,هم,1,1.0,1
مَلَكُوتِ,,ملكوت,,1,1.0,1
هَادِيَ,,هادي,,1,1.0,1
وَيَذَرُهُمْ,و|ي,ذر,هم,1,1.0,1
يُجَلِّيهَا,ي,جلي,ها,1,1.0,1
لِوَقْتِهَا,ل,وقت,ها,1,1.0,1
كَأَنَّكَ,,كأن+ك,,1,1.0,1
حَفِيٌّ,,حفي,,1,1.0,1
لَاسْتَكْثَرْتُ,,ل+استكثر+ت+None+None,,1,1.0,1
لِيَسْكُنَ,ل|ي,سكن,,1,1.0,1
تَغَشَّاهَا,ت,غشا+ها+None,,1,1.0,1
حَمْلَاً,,حمل,ا,1,1.0,1
خَفِيفَاً,,خفيف,ا,1,1.0,1
فَمَرَّتْ,ف,مر+ت+None,,1,1.0,1
أَثْقَلَتْ,,أثقل,ت,1,1.0,1
دَعَوَا,,دع,وا,1,1.0,1
رَبَّهُمَا,,رب,هما,1,1.0,1
آتَيْتَنَا,,آتي,ت|نا,1,1.0,1
جَعَلَا,,جعل,ا,1,1.0,1
أَيُشْرِكُونَ,أ|ي,شرك+ون+None+None,,1,1.0,1
يَتَّبِعُوكُمْ,ي,تبع,و|كم,1,1.0,1
أَدَعَوْتُمُوهُمْ,أ,دعو+تم+و,هم,1,1.0,1
صَامِتُونَ,,صامت,ون,1,1.0,1
فَادْعُوهُمْ,ف,ا+دع,و|هم,1,1.0,1
أَلَهُمْ,أ|ل,هم,,1,1.0,1
أَرْجُلٌ,,أرجل,,1,1.0,1
أَيْدٍ,,أيد,,1,1.0,1
يَبْطِشُونَ,ي,بطش,ون,1,1.0,1
كِيدُونِ,,كيد+و+ن+None,,1,1.0,1
وَلِيِّيَ,,ولي,ي,1,1.0,1
نَصْرَكُمْ,,نصر,كم,1,1.0,1
بِالْعُرْفِ,ب|ال,عرف,(null),1,1.0,1
مَسَّهُمْ,,مس,هم,1,1.0,1
تَذَكَّرُوا,,تذكر,وا,1,1.0,1
مُبْصِرُونَ,,مبصر,ون,1,1.0,1
وَإِخْوَانُهُمْ,و,إخوان,هم,1,1.0,1
يَمُدُّونَهُمْ,ي,مد,و|ن|هم,1,1.0,1
يُقْصِرُونَ,ي,قصر,ون,1,1.0,1
اجْتَبَيْتَهَا,,اجتبي,ت|ها,1,1.0,1
وَأَنْصِتُوا,و,أ+نصت,وا,1,1.0,1
وَخِيفَةً,و,خيف,ة,1,1.0,1
وَدُونَ,و,دون,(null),1,1.0,1
الْجَهْرِ,ال,جهر,,1,1.0,1
وَيُسَبِّحُونَهُ,و|ي,سبح+ون+ه+None+None,,1,1.0,1
الْأَنْفَالِ,ال,أنفال,,1,1.0,1
الْأَنْفَالُ,ال,أنفال,,1,1.0,1
وَأَصْلِحُوا,و,أصلح+وا+None+None,,1,1.0,1
تُلِيَتْ,,تلي,ت,1,1.0,1
زَادَتْهُمْ,,زاد,ت|هم,1,1.0,1
أَخْرَجَكَ,,أخرج,ك,1,1.0,1
لَكَارِهُونَ,,ل+كاره,ون,1,1.0,1
يُسَاقُونَ,ي,ساق,ون,1,1.0,1
الطَّائِفَتَيْنِ,ال,طائف,ت|ين,1,1.0,1
وَتَوَدُّونَ,و|ت,ود+ون+None+None,,1,1.0,1
الشَّوْكَةِ,ال,شوك,ة,1,1.0,1
يُحِقَّ,ي,حق,,1,1.0,1
وَيَقْطَعَ,و|ي,قطع,,1,1.0,1
لِيُحِقَّ,ل|ي,حق,,1,1.0,1
وَيُبْطِلَ,و|ي,بطل,,1,1.0,1
تَسْتَغِيثُونَ,ت,ستغيث,ون,1,1.0,1
مُمِدُّكُمْ,,ممد,كم,1,1.0,1
بِأَلْفٍ,ب,ألف,(null),1,1.0,1
مُرْدِفِينَ,,مردف,ين,1,1.0,1
يُغَشِّيكُمُ,ي,غشي,كم,1,1.0,1
النُّعَاسَ,ال,نعاس,(null),1,1.0,1
وَيُذْهِبَ,و|ي,ذهب,,1,1.0,1
رِجْزَ,,رجز,,1,1.0,1
وَلِيَرْبِطَ,و|ل|ي,ربط,,1,1.0,1
وَيُثَبِّتَ,و|ي,ثبت,,1,1.0,1
الْأَقْدَامَ,ال,أقدام,(null),1,1.0,1
فَثَبِّتُوا,ف,ثبت,وا,1,1.0,1
سَأُلْقِي,س|أ,لقي,,1,1.0,1
فَاضْرِبُوا,ف,ا+ضرب,وا,1,1.0,1
الْأَعْنَاقِ,ال,أعناق,,1,1.0,1
وَاضْرِبُوا,و,ا+ضرب+وا+None,,1,1.0,1
بَنَانٍ,,بنان,,1,1.0,1
فَذُوقُوهُ,ف,ذوق,و|ه,1,1.0,1
زَحْفَاً,,زحف,ا,1,1.0,1
تُوَلُّوهُمُ,ت,ول,و|هم,1,1.0,1
يُوَلِّهِمْ,ي,ول,هم,1,1.0,1
دُبُرَهُ,,دبر,ه,1,1.0,1
مُتَحَرِّفَاً,,متحرف,ا,1,1.0,1
لِقِتَالٍ,ل,قتال,,1,1.0,1
مُتَحَيِّزَاً,,متحيز,ا,1,1.0,1
تَقْتُلُوهُمْ,ت,قتل,و|هم,1,1.0,1
قَتَلَهُمْ,,قتل,هم,1,1.0,1
رَمَى,,رمى,,1,1.0,1
وَلِيُبْلِيَ,و|ل|ي,بلي,,1,1.0,1
بَلَاءً,,بلاء,,1,1.0,1
مُوهِنُ,,موهن,,1,1.0,1
كَيْدِ,,كيد,,1,1.0,1
تَسْتَفْتِحُوا,ت,ستفتح,وا,1,1.0,1
نَعُدْ,ن,عد,,1,1.0,1
فِئَتُكُمْ,,فئ,ت|كم,1,1.0,1
كَثُرَتْ,,كثر,ت,1,1.0,1
الْبُكْمُ,ال,بكم,,1,1.0,1
لَأَسْمَعَهُمْ,,ل+أسمع,هم,1,1.0,1
أَسْمَعَهُمْ,,أسمع,هم,1,1.0,1
لَتَوَلَّوْا,,ل+تول,وا,1,1.0,1
يَحُولُ,ي,حول,,1,1.0,1
تُصِيبَنَّ,ت,صيب+ن,,1,1.0,1
خَاصَّةً,,خاص,ة|(null),1,1.0,1
مُسْتَضْعَفُونَ,,مستضعف,ون,1,1.0,1
يَتَخَطَّفَكُمُ,ي,تخطف,كم,1,1.0,1
فَآوَاكُمْ,ف,آوا,كم,1,1.0,1
وَأَيَّدَكُمْ,و,أيد,كم,1,1.0,1
تَخُونُوا,ت,خون+وا+None,,1,1.0,1
وَتَخُونُوا,و|ت,خون,وا,1,1.0,1
أَمَانَاتِكُمْ,,أمان,ات|كم,1,1.0,1
فُرْقَانَاً,,فرقان,ا,1,1.0,1
وَيُكَفِّرْ,و|ي,كفر,,1,1.0,1
يَمْكُرُ,ي,مكر,,1,1.0,1
لِيُثْبِتُوكَ,ل|ي,ثبت,و|ك,1,1.0,1
يَقْتُلُوكَ,ي,قتل,و|ك,1,1.0,1
يُخْرِجُوكَ,ي,خرج,و|ك,1,1.0,1
وَيَمْكُرُونَ,و|ي,مكر+ون+None+None,,1,1.0,1
وَيَمْكُرُ,و|ي,مكر,,1,1.0,1
لَقُلْنَا,ل,قل,نا,1,1.0,1
فَأَمْطِرْ,ف,أ+مطر,,1,1.0,1
مُعَذِّبَهُمْ,,معذب,هم,1,1.0,1
يُعَذِّبَهُمُ,ي,عذب,هم,1,1.0,1
أَوْلِيَاؤُهُ,,أولياؤ,ه,1,1.0,1
صَلَاتُهُمْ,,صلا,ت|هم,1,1.0,1
مُكَاءً,,مكاء,,1,1.0,1
وَتَصْدِيَةً,و,تصدي,ة,1,1.0,1
لِيَصُدُّوا,ل|ي,صد+وا+None,,1,1.0,1
فَسَيُنْفِقُونَهَا,ف|س|ي,نفق+ون+ها+None+None,,1,1.0,1
يُغْلَبُونَ,ي,غلب+ون+None+None,,1,1.0,1
لِيَمِيزَ,ل|ي,ميز,,1,1.0,1
فَيَرْكُمَهُ,ف|ي,ركم,ه,1,1.0,1
فَيَجْعَلَهُ,ف|ي,جعل,ه,1,1.0,1
يُغْفَرْ,ي,غفر,,1,1.0,1
يَعُودُوا,ي,عود,وا,1,1.0,1
مَضَتْ,,مض,ت,1,1.0,1
سُنَّتُ,,سن,ة,1,1.0,1
خُمُسَهُ,,خمس,ه,1,1.0,1
الْفُرْقَانِ,ال,فرقان,(null),1,1.0,1
الْقُصْوَى,ال,قصوى,,1,1.0,1
وَالرَّكْبُ,و|ال,ركب,,1,1.0,1
تَوَاعَدْتُمْ,,تواعد,تم,1,1.0,1
لَاخْتَلَفْتُمْ,,ل+اختلف,تم,1,1.0,1
الْمِيعَادِ,ال,ميعاد,,1,1.0,1
لِيَهْلِكَ,ل|ي,هلك,,1,1.0,1
حَيَّ,,حي,,1,1.0,1
لَسَمِيعٌ,,ل+سميع,,1,1.0,1
يُرِيكَهُمُ,ي,ري,ك|هم,1,1.0,1
مَنَامِكَ,,منام,ك,1,1.0,1
أَرَاكَهُمْ,,أرا,ك|هم,1,1.0,1
لَفَشِلْتُمْ,ل,فشل,تم,1,1.0,1
وَلَتَنَازَعْتُمْ,و,ل+تنازع,تم,1,1.0,1
سَلَّمَ,,سلم,,1,1.0,1
يُرِيكُمُوهُمْ,ي,ري+كمو+هم+None+None,,1,1.0,1
الْتَقَيْتُمْ,,التقي,تم,1,1.0,1
أَعْيُنِكُمْ,,أعين,كم,1,1.0,1
وَيُقَلِّلُكُمْ,و|ي,قلل,كم,1,1.0,1
لَقِيتُمْ,,لقي,تم,1,1.0,1
فَاثْبُتُوا,,ف+ا+ثبت,وا,1,1.0,1
تَنَازَعُوا,,تنازع,وا,1,1.0,1
فَتَفْشَلُوا,ف|ت,فشل,وا,1,1.0,1
وَتَذْهَبَ,و|ت,ذهب,,1,1.0,1
رِيحُكُمْ,,ريح,كم,1,1.0,1
بَطَرَاً,,بطر,ا,1,1.0,1
وَرِئَاءَ,و,رئاء,,1,1.0,1
جَارٌ,,جار,,1,1.0,1
تَرَاءَتِ,,تراء,ت,1,1.0,1
الْفِئَتَانِ,ال,فئ,ت|ان,1,1.0,1
نَكَصَ,,نكص,,1,1.0,1
غَرَّ,,غر,,1,1.0,1
دِينُهُمْ,,دين,(null)|هم,1,1.0,1
مُغَيِّرَاً,,مغير,ا,1,1.0,1
أَنْعَمَهَا,,أنعم,ها,1,1.0,1
عَاهَدْتَ,,عاهد,ت,1,1.0,1
تَثْقَفَنَّهُمْ,ت,ثقف+ن,هم,1,1.0,1
الْحَرْبِ,ال,حرب,,1,1.0,1
فَشَرِّدْ,ف,شرد,,1,1.0,1
تَخَافَنَّ,ت,خاف+ن,,1,1.0,1
خِيَانَةً,,خيان,ة,1,1.0,1
فَانْبِذْ,ف,ا+نبذ,,1,1.0,1
سَبَقُوا,,سبق,وا,1,1.0,1
يُعْجِزُونَ,ي,عجز,ون,1,1.0,1
وَأَعِدُّوا,و,أعد,وا,1,1.0,1
رِبَاطِ,,رباط,,1,1.0,1
الْخَيْلِ,ال,خيل,(null),1,1.0,1
تُرْهِبُونَ,ت,رهب,ون,1,1.0,1
عَدُوَّ,,عدو,(null),1,1.0,1
تَعْلَمُونَهُمُ,ت,علم+ون+هم+None+None,,1,1.0,1
جَنَحُوا,,جنح,وا,1,1.0,1
لِلسَّلْمِ,ل|ال,سلم,,1,1.0,1
فَاجْنَحْ,ف,ا+جنح,,1,1.0,1
يَخْدَعُوكَ,ي,خدع,و|ك,1,1.0,1
حَسْبَكَ,,حسب,ك,1,1.0,1
أَيَّدَكَ,,أيد,ك,1,1.0,1
وَبِالْمُؤْمِنِينَ,و|ب|ال,مؤمن,ين,1,1.0,1
وَأَلَّفَ,و,ألف,,1,1.0,1
أَنْفَقْتَ,,أنفق,ت,1,1.0,1
أَلَّفْتَ,,ألف,ت,1,1.0,1
أَلَّفَ,,ألف,,1,1.0,1
حَسْبُكَ,,حسب,ك,1,1.0,1
حَرِّضِ,,حرض,,1,1.0,1
الْقِتَالِ,ال,قتال,(null),1,1.0,1
عِشْرُونَ,,عشر,ون,1,1.0,1
صَابِرُونَ,,صابر,ون,1,1.0,1
أَلْفَاً,,ألف,ا,1,1.0,1
خَفَّفَ,,خفف,(null),1,1.0,1
وَعَلِمَ,و,علم,,1,1.0,1
صَابِرَةٌ,,صابر,ة,1,1.0,1
أَلْفٌ,,ألف,,1,1.0,1
أَلْفَيْنِ,,ألف,ين,1,1.0,1
يُثْخِنَ,ي,ثخن,,1,1.0,1
أَخَذْتُمْ,,أخذ,تم,1,1.0,1
الْأَسْرَى,ال,أسرى,,1,1.0,1
أُخِذَ,,أخذ,(null),1,1.0,1
خِيَانَتَكَ,,خيان,ة|ك,1,1.0,1
خَانُوا,,خان,وا,1,1.0,1
فَأَمْكَنَ,ف,أمكن,,1,1.0,1
وَلَايَتِهِمْ,,ولاي,ت|هم,1,1.0,1
اسْتَنْصَرُوكُمْ,,استنصر,و|كم,1,1.0,1
فَعَلَيْكُمُ,,ف+على,كم,1,1.0,1
تَفْعَلُوهُ,ت,فعل,و|ه,1,1.0,1
وَفَسَادٌ,و,فساد,,1,1.0,1
فَسِيحُوا,ف,سيح,وا,1,1.0,1
مُخْزِي,,مخزي,,1,1.0,1
وَأَذَانٌ,و,أذان,,1,1.0,1
يَنْقُصُوكُمْ,ي,نقص,و|كم,1,1.0,1
يُظَاهِرُوا,ي,ظاهر,وا,1,1.0,1
فَأَتِمُّوا,ف,أتم,وا,1,1.0,1
مُدَّتِهِمْ,,مد,ت|هم,1,1.0,1
انْسَلَخَ,,انسلخ,,1,1.0,1
الْأَشْهُرُ,ال,أشهر,(null),1,1.0,1
الْحُرُمُ,ال,حرم,,1,1.0,1
وَخُذُوهُمْ,و,خذ,و|هم,1,1.0,1
وَاحْصُرُوهُمْ,و,ا+حصر,و|هم,1,1.0,1
وَاقْعُدُوا,و,ا+قعد,وا,1,1.0,1
مَرْصَدٍ,,مرصد,,1,1.0,1
فَخَلُّوا,,ف+خل,وا,1,1.0,1
سَبِيلَهُمْ,,سبيل,هم,1,1.0,1
اسْتَجَارَكَ,,استجار,ك,1,1.0,1
فَأَجِرْهُ,,ف+أجر,ه,1,1.0,1
يَسْمَعَ,ي,سمع,,1,1.0,1
أَبْلِغْهُ,,أبلغ,ه,1,1.0,1
مَأْمَنَهُ,,مأمن,ه,1,1.0,1
عَهْدٌ,,عهد,(null),1,1.0,1
يَرْقُبُوا,ي,رقب,وا,1,1.0,1
يُرْضُونَكُمْ,ي,رض+ون+كم+None+None,,1,1.0,1
وَتَأْبَى,و|ت,أبى,,1,1.0,1
يَرْقُبُونَ,ي,رقب,ون,1,1.0,1
مُؤْمِنٍ,,مؤمن,,1,1.0,1
الْمُعْتَدُونَ,ال,معتد,ون,1,1.0,1
وَنُفَصِّلُ,و|ن,فصل,,1,1.0,1
عَهْدِهِمْ,,عهد,هم,1,1.0,1
وَطَعَنُوا,و,طعن,وا,1,1.0,1
أَئِمَّةَ,,أئم,ة,1,1.0,1
أَيْمَانَ,,أيمان,,1,1.0,1
يَنْتَهُونَ,ي,نته,ون,1,1.0,1
بِإِخْرَاجِ,ب,إخراج,,1,1.0,1
بَدَءُوكُمْ,,بدء,و|كم,1,1.0,1
أَتَخْشَوْنَهُمْ,أ|ت,خش+ون+هم+None+None,,1,1.0,1
تَخْشَوْهُ,ت,خشى+و+ه+None,,1,1.0,1
قَاتِلُوهُمْ,,قاتل,و|هم,1,1.0,1
وَيُخْزِهِمْ,و|ي,خز,هم,1,1.0,1
وَيَنْصُرْكُمْ,و|ي,نصر,كم,1,1.0,1
وَيَشْفِ,و|ي,شف,,1,1.0,1
صُدُورَ,,صدور,(null),1,1.0,1
وَيُذْهِبْ,و|ي,ذهب,,1,1.0,1
غَيْظَ,,غيظ,,1,1.0,1
وَيَتُوبُ,و|ي,توب,,1,1.0,1
تُتْرَكُوا,ت,ترك,وا,1,1.0,1
وَلِيجَةً,,وليج,ة,1,1.0,1
يَعْمُرُوا,ي,عمر,وا,1,1.0,1
يَعْمُرُ,ي,عمر,,1,1.0,1
يَخْشَ,ي,خش,,1,1.0,1
أَجَعَلْتُمْ,أ,جعل,تم,1,1.0,1
سِقَايَةَ,,سقاي,ة,1,1.0,1
الْحَاجِّ,ال,حاج,,1,1.0,1
وَعِمَارَةَ,و,عمار,ة,1,1.0,1
وَجَاهَدَ,و,جاهد,,1,1.0,1
يُبَشِّرُهُمْ,ي,بشر,هم,1,1.0,1
نَعِيمٌ,,نعيم,,1,1.0,1
وَإِخْوَانَكُمْ,و,إخوان,كم,1,1.0,1
وَإِخْوَانُكُمْ,و,إخوان,كم,1,1.0,1
وَعَشِيرَتُكُمْ,و,عشير,ت|كم,1,1.0,1
وَأَمْوَالٌ,و,أموال,,1,1.0,1
اقْتَرَفْتُمُوهَا,,اقترف+تم+و,ها,1,1.0,1
وَتِجَارَةٌ,و,تجار,ة|(null),1,1.0,1
تَخْشَوْنَ,ت,خشى,ون,1,1.0,1
كَسَادَهَا,,كساد,ها,1,1.0,1
وَمَسَاكِنُ,و,مساكن,,1,1.0,1
تَرْضَوْنَهَا,ت,رضى+ون+ها+None+None,,1,1.0,1
أَحَبَّ,,أحب,,1,1.0,1
وَجِهَادٍ,و,جهاد,,1,1.0,1
مَوَاطِنَ,,مواطن,,1,1.0,1
حُنَيْنٍ,,حنين,,1,1.0,1
كَثْرَتُكُمْ,,كثر,ت|كم,1,1.0,1
وَلَّيْتُمْ,,ولي,تم,1,1.0,1
جُنُودَاً,,جنود,ا,1,1.0,1
وَعَذَّبَ,و,عذب,,1,1.0,1
نَجَسٌ,,نجس,,1,1.0,1
يَقْرَبُوا,ي,قرب+وا+None,,1,1.0,1
عَامِهِمْ,,عام,هم,1,1.0,1
عَيْلَةً,,عيل,ة,1,1.0,1
يُغْنِيكُمُ,ي,غني,كم,1,1.0,1
يُحَرِّمُونَ,ي,حرم,و|ن,1,1.0,1
يَدِينُونَ,ي,دين,ون,1,1.0,1
دِينَ,,دين,(null),1,1.0,1
يُعْطُوا,ي,عط+وا+None,,1,1.0,1
الْجِزْيَةَ,ال,جزي,ة,1,1.0,1
يَدٍ,,يد,(null),1,1.0,1
عُزَيْرٌ,,عزير,,1,1.0,1
يُضَاهِئُونَ,ي,ضاهئ,ون,1,1.0,1
أَحْبَارَهُمْ,,أحبار,هم,1,1.0,1
وَرُهْبَانَهُمْ,و,رهبان,هم,1,1.0,1
وَالْمَسِيحَ,و|ال,مسيح,,1,1.0,1
يُطْفِئُوا,ي,طفئ,وا,1,1.0,1
وَيَأْبَى,و|ي,أبى,,1,1.0,1
نُورَهُ,,نور,ه,1,1.0,1
الْأَحْبَارِ,ال,أحبار,,1,1.0,1
وَالرُّهْبَانِ,و|ال,رهبان,,1,1.0,1
يَكْنِزُونَ,ي,كنز+ون+None+None,,1,1.0,1
الذَّهَبَ,ال,ذهب,(null),1,1.0,1
وَالْفِضَّةَ,و|ال,فض,ة,1,1.0,1
يُنْفِقُونَهَا,ي,نفق+ون+ها+None+None,,1,1.0,1
يُحْمَى,ي,حمى,,1,1.0,1
فَتُكْوَى,ف|ت,كوى,,1,1.0,1
جِبَاهُهُمْ,,جباه,هم,1,1.0,1
وَجُنُوبُهُمْ,و,جنوب+هم+None+None,,1,1.0,1
وَظُهُورُهُمْ,و,ظهور+هم+None+None,,1,1.0,1
كَنَزْتُمْ,,كنز,تم,1,1.0,1
تَكْنِزُونَ,ت,كنز+ون+None+None,,1,1.0,1
الشُّهُورِ,ال,شهور,(null),1,1.0,1
اثْنَا,,اثن,ا,1,1.0,1
أَرْبَعَةٌ,,أربع,ة|(null),1,1.0,1
تَظْلِمُوا,ت,ظلم,وا,1,1.0,1
النَّسِيءُ,ال,نسيء,,1,1.0,1
زِيَادَةٌ,,زياد,ة,1,1.0,1
يُضَلُّ,ي,ضل,,1,1.0,1
يُحِلُّونَهُ,ي,حل+ون+ه+None+None,,1,1.0,1
وَيُحَرِّمُونَهُ,و|ي,حرم+ون+ه+None+None,,1,1.0,1
لِيُوَاطِئُوا,ل|ي,واطئ+وا+None,,1,1.0,1
فَيُحِلُّوا,ف|ي,حل+وا+None,,1,1.0,1
أَعْمَالِهِمْ,,أعمال,هم,1,1.0,1
اثَّاقَلْتُمْ,,اثاقل,تم,1,1.0,1
أَرَضِيتُمْ,أ,رضي,تم,1,1.0,1
وَيَسْتَبْدِلْ,و|ي,ستبدل,,1,1.0,1
تَضُرُّوهُ,ت,ضر,ه,1,1.0,1
تَنْصُرُوهُ,ت,نصر,و|ه,1,1.0,1
نَصَرَهُ,,نصر,ه,1,1.0,1
أَخْرَجَهُ,,أخرج,ه,1,1.0,1
