root,count,first_word,first_word_plain,first_segment,sample_location,wazn,confidence,other_examples
شفء,4,وَشِفَاءٌ,وشفاء,شِفَاءٌ,10:57:8,فعال,0.925,شِفَاءٌ (16:69) | شِفَاءٌ (17:82)
شفي,4,شَفَا,شفا,شَفَا,3:103:22,فعل,1.000,وَيَشْفِ (9:14) | شَفَا (9:109)
شوب,4,تَشَابَهَ,تشابه,تَشَابَ,2:70:11,تفعل,1.000,تَشَابَهَ (3:7) | فَتَشَابَهَ (13:16)
شيخ,4,شَيْخَاً,شيخا,شَيْخَ,11:72:8,فعل,1.000,شَيْخَاً (12:78) | شَيْخٌ (28:23)
صدو,4,صَدُّوكُمْ,صدوكم,صَدُّو,5:2:32,فعل,1.000,وَتَصْدِيَةً (8:35) | تَصُدُّونَا (14:10)
صرح,4,الصَّرْحَ,الصرح,صَرْحَ,27:44:4,فعل,1.000,صَرْحٌ (27:44) | صَرْحَاً (28:38)
صرخ,4,بِمُصْرِخِكُمْ,بمصرخكم,مُصْرِخِ,14:22:30,مفعل,1.000,بِمُصْرِخِيَّ (14:22) | يَسْتَصْرِخُهُ (28:18)
ضلو,4,يُضِلُّوكَ,يضلوك,ضِلُّو,4:113:10,فعل,0.900,يُضِلُّوكَ (6:116) | أَضَلُّونَا (7:38)
طبق,4,طِبَاقَاً,طباقا,طِبَاقَ,67:3:5,فعال,1.000,طِبَاقَاً (71:15) | طَبَقَاً (84:19)
طعن,4,أَطَعْنَكُمْ,أطعنكم,أَطَعْنَ,4:34:31,افعل,1.000,وَطَعْنَاً (4:46) | وَطَعَنُوا (9:12)
طفل,4,طِفْلَاً,طفلا,طِفْلَ,22:5:37,فعل,1.000,الطِّفْلِ (24:31) | الْأَطْفَالُ (24:59)
طلب,4,يَطْلُبُهُ,يطلبه,طْلُبُ,7:54:18,فعل,0.920,طَلَبَاً (18:41) | الطَّالِبُ (22:73)
طوق,4,يُطِيقُونَهُ,يطيقونه,يُطِيقُونَ,2:184:16,فعل,1.000,طَاقَةَ (2:249) | طَاقَةَ (2:286)
طوي,4,طُوَىً,طوى,طُوَىً,20:12:9,فعل,1.000,نَطْوِي (21:104) | مَطْوِيَّاتٌ (39:67)
عتو,4,عِتِيَّاً,عتيا,عِتِيَّ,19:8:14,فعل,1.000,عِتِيَّاً (19:69) | عُتُوٍّ (67:21)
عجلن,4,وَيَسْتَعْجِلُونَكَ,ويستعجلونك,سْتَعْجِلُونَكَ,13:6:1,فعلول,0.716,وَيَسْتَعْجِلُونَكَ (22:47) | وَيَسْتَعْجِلُونَكَ (29:53)
عجم,4,أَعْجَمِيٌّ,أعجمي,أَعْجَمِيٌّ,16:103:12,افعل,0.957,الْأَعْجَمِينَ (26:198) | أَعْجَمِيَّاً (41:44)
عدت,4,بِعِدَّتِهِمْ,بعدتهم,عِدَّتِ,18:22:18,فعل,0.900,لِعِدَّتِهِنَّ (65:1) | فَعِدَّتُهُنَّ (65:4)
عقم,4,عَقِيمٍ,عقيم,عَقِيمٍ,22:55:16,فعيل,1.000,عَقِيمَاً (42:50) | عَقِيمٌ (51:29)
عنت,4,لَعْنَتَ,لعنت,لَعْنَتَ,3:61:22,فعل,0.931,الْعَنَتَ (4:25) | وَعَنَتِ (20:111)
عور,4,عَوْرَاتِ,عورات,عَوْرَ,24:31:61,فعل,1.000,عَوْرَاتٍ (24:58) | عَوْرَةٌ (33:13)
غءب,4,غَائِبِينَ,غائبين,غَائِبِ,7:7:6,فاعل,0.925,الْغَائِبِينَ (27:20) | غَائِبَةٍ (27:75)
غسق,4,غَسَقِ,غسق,غَسَقِ,17:78:6,فعل,1.000,وَغَسَّاقٌ (38:57) | وَغَسَّاقَاً (78:25)
غمر,4,غَمَرَاتِ,غمرات,غَمَرَ,6:93:28,فعل,1.000,غَمْرَتِهِمْ (23:54) | غَمْرَةٍ (23:63)
غنم,4,مَغَانِمُ,مغانم,مَغَانِمُ,4:94:24,مفاعل,1.000,مَغَانِمَ (48:15) | وَمَغَانِمَ (48:19)
فءز,4,الْفَائِزُونَ,الفائزون,فَائِزُ,9:20:16,فاعل,0.925,الْفَائِزُونَ (23:111) | الْفَائِزُونَ (24:52)
فرج,4,فَرْجَهَا,فرجها,فَرْجَ,21:91:3,فعل,1.000,لِفُرُوجِهِمْ (23:5) | فَرْجَهَا (66:12)
فرط,4,يُفَرِّطُونَ,يفرطون,فَرِّطُ,6:61:17,فعل,1.000,مُفْرَطُونَ (16:62) | فُرُطَاً (18:28)
فزع,4,الْفَزَعُ,الفزع,فَزَعُ,21:103:3,فعل,1.000,فَفَزِعَ (27:87) | فَزَعٍ (27:89)
فطر,4,يَتَفَطَّرْنَ,يتفطرن,يَتَفَطَّرْنَ,19:90:3,يتفعلن,0.765,يَتَفَطَّرْنَ (42:5) | مُنْفَطِرٌ (73:18)
فوت,4,تَوَفَّتْهُ,توفته,وَفَّتْ,6:61:13,فعل,0.990,تَوَفَّتْهُمُ (47:27) | تَفَاوُتٍ (67:3)
فور,4,فَوْرِهِمْ,فورهم,فَوْرِ,3:125:7,فعل,1.000,وَفَارَ (11:40) | وَفَارَ (23:27)
فوم,4,وَفُومِهَا,وفومها,فُومِ,2:61:20,فعل,1.000,فِيمَ (4:97) | أَفَمَا (37:58)
قتلو,4,تَقْتُلُوهُمْ,تقتلوهم,قْتُلُو,8:17:2,فعلل,0.765,يَقْتُلُوكَ (8:30) | تَقْتُلُوهُ (28:9)
قسو,4,قَسْوَةً,قسوة,قَسْوَ,2:74:11,فعل,1.000,قَاسِيَةً (5:13) | وَالْقَاسِيَةِ (22:53)
قصو,4,الْقُصْوَى,القصوى,قُصْوَى,8:42:7,فعول,1.000,يَنْقُصُوكُمْ (9:4) | قَصِيَّاً (19:22)
قلد,4,الْقَلَائِدَ,القلائد,قَلَائِدَ,5:2:14,فعاءل,0.973,وَالْقَلَائِدَ (5:97) | مَقَالِيدُ (39:63)
قلم,4,أَقْلَامَهُمْ,أقلامهم,أَقْلَامَ,3:44:12,افعال,1.000,أَقْلَامٌ (31:27) | وَالْقَلَمِ (68:1)
قنطر,4,وَالْقَنَاطِيرِ,والقناطير,قَنَاطِيرِ,3:14:8,فعاليل,0.983,الْمُقَنْطَرَةِ (3:14) | بِقِنْطَارٍ (3:75)
قوت,4,مُقِيتَاً,مقيتا,مُقِيتَ,4:85:22,مفعل,1.000,قُوَّتِكُمْ (11:52) | بَقِيَّتُ (11:86)
كبت,4,يَكْبِتَهُمْ,يكبتهم,كْبِتَ,3:127:7,فعل,1.000,فَكُبَّتْ (27:90) | كُبِتُوا (58:5)
كرب,4,كَرْبٍ,كرب,كَرْبٍ,6:64:7,فعل,1.000,الْكَرْبِ (21:76) | الْكَرْبِ (37:76)
كسو,4,نَكْسُوهَا,نكسوها,كْسُو,2:259:55,فعل,1.000,وَاكْسُوهُمْ (4:5) | فَكَسَوْنَا (23:14)
كعب,4,الْكَعْبَيْنِ,الكعبين,كَعْبَ,5:6:17,فعل,1.000,الْكَعْبَةِ (5:95) | الْكَعْبَةَ (5:97)
كنت,4,وَكَانَتِ,وكانت,كَانَتِ,19:5:6,فاعل,0.925,وَكَانَتِ (19:8) | كَانَتِ (69:27)
كوب,4,وَأَكْوَابٍ,وأكواب,أَكْوَابٍ,43:71:6,افعال,1.000,بِأَكْوَابٍ (56:18) | وَأَكْوَابٍ (76:15)
لجء,4,مَلْجَأً,ملجأ,مَلْجَأً,9:57:3,مفعل,1.000,مَلْجَأَ (9:118) | لَجَاءَهُمُ (29:53)
لكت,4,مَلَكُوتَ,ملكوت,مَلَكُوتَ,6:75:4,مفعول,0.880,مَلَكُوتِ (7:185) | مَلَكُوتُ (23:88)
لمح,4,كَلَمْحِ,كلمح,كَلَمْحِ,16:77:9,فعل,0.931,لَمُحْيِي (30:50) | لَمُحْيِي (41:39)
لمز,4,يَلْمِزُكَ,يلمزك,لْمِزُ,9:58:3,فعل,0.920,يَلْمِزُونَ (9:79) | تَلْمِزُوا (49:11)
لون,4,لَوْنُهَا,لونها,لَوْنُ,2:69:8,فعل,1.000,يَتْلُونَهُ (2:121) | لَيُوَلُّنَّ (59:12)
ليت,4,يَاوَيْلَتِى,ياويلتى,وَيْلَتِى,11:72:2,يفعل,0.824,لَأُوتَيَنَّ (19:77) | يَاوَيْلَتَى (25:28)
مجد,4,مَجِيدٌ,مجيد,مَجِيدٌ,11:73:14,فعيل,1.000,الْمَجِيدِ (50:1) | الْمَجِيدُ (85:15)
مزق,4,مُزِّقْتُمْ,مزقتم,مُزِّقْ,34:7:10,فعل,1.000,مُمَزَّقٍ (34:7) | وَمَزَّقْنَاهُمْ (34:19)
ممن,4,مَمْنُونٍ,ممنون,مَمْنُ,41:8:9,فعل,0.900,مَمْنُونٍ (68:3) | مَمْنُونٍ (84:25)
نجز,4,وَلَنَجْزِيَنَّ,ولنجزين,لَنَجْزِ,16:96:8,فعل,0.810,وَلَنَجْزِيَنَّهُمْ (16:97) | وَلَنَجْزِيَنَّهُمْ (29:7)
نحت,4,وَتَنْحِتُونَ,وتنحتون,نْحِتُ,7:74:15,فعل,0.920,يَنْحِتُونَ (15:82) | وَتَنْحِتُونَ (26:149)
نرا,4,نَرَاكَ,نراك,نَرَا,11:27:8,فعل,1.000,نَرَاكَ (12:36) | نَرَاكَ (12:78)
نزغ,4,نَزْغٌ,نزغ,نَزْغٌ,7:200:5,فعل,1.000,نَزَغَ (12:100) | يَنْزَغُ (17:53)
نفل,4,الْأَنْفَالِ,الأنفال,أَنْفَالِ,8:1:3,افعال,1.000,الْأَنْفَالُ (8:1) | نَافِلَةً (17:79)
نقذ,4,فَأَنْقَذَكُمْ,فأنقذكم,أَنْقَذَ,3:103:26,افعل,1.000,يُنْقِذُونِ (36:23) | يُنْقَذُونَ (36:43)
نقر,4,نَقِيرَاً,نقيرا,نَقِيرَ,4:53:10,فعيل,1.000,نَقِيرَاً (4:124) | نُقِرَ (74:8)
نمل,4,الْأَنَامِلَ,الأنامل,أَنَامِلَ,3:119:17,فاعل,1.000,النَّمْلِ (27:18) | نَمْلَةٌ (27:18)
نوء,4,بِنَاءً,بناء,بِنَاءً,2:22:7,فعل,0.956,سَيْنَاءَ (23:20) | لَتَنُوءُ (28:76)
نوح,4,نُوحِيهِ,نوحيه,نُوحِي,3:44:5,فعل,1.000,نُوحِيهَا (11:49) | نُوحِيهِ (12:102)
هءن,4,هَاأَنْتُمْ,هاأنتم,هَاأَنْ,3:66:1,فاعل,0.925,هَاأَنْتُمْ (3:119) | هَاأَنْتُمْ (4:109)
هاه,4,هَاهُنَا,هاهنا,هَاهُ,3:154:50,فعل,0.900,هَاهُنَا (5:24) | هَاهُنَا (26:146)
هتز,4,اهْتَزَّتْ,اهتزت,اهْتَزَّ,22:5:63,افعل,0.925,تَهْتَزُّ (27:10) | تَهْتَزُّ (28:31)
هنء,4,هَنِيئَاً,هنيئا,هَنِيئَ,4:4:13,فعيل,1.000,هَنِيئَاً (52:19) | هَنِيئَاً (69:24)
هيم,4,مَهْمَا,مهما,مَهْمَا,7:132:2,مفعل,1.000,يَهِيمُونَ (26:225) | الْهِيمِ (56:55)
وءذ,4,وَإِذَاً,وإذا,وَإِذَ,4:67:1,فعل,1.000,وَإِذَاً (17:73) | وَإِذَاً (17:76)
واق,4,وَاقٍ,واق,وَاقٍ,13:34:14,فعل,0.900,وَاقٍ (13:37) | فَوَاقٍ (38:15)
وسط,4,وَسَطَاً,وسطا,وَسَطَ,2:143:4,فعل,1.000,الْوُسْطَى (2:238) | أَوْسَطِ (5:89)
وفف,4,يُوَفَّ,يوف,وَفَّ,2:272:24,فعل,0.846,يُوَفَّ (8:60) | نُوَفِّ (11:15)
يرا,4,يَرَاكُمْ,يراكم,يَرَا,7:27:17,فعل,1.000,يَرَاكُمْ (9:127) | يَرَاهَا (24:40)
ينا,4,أَتَيْنَا,أتينا,يْنَا,21:47:16,فعل,0.900,أَتَيْنَاهُمْ (23:71) | أَتَيْنَاهُمْ (23:90)
ءحص,3,أَحْصَى,أحصى,أَحْصَى,18:12:6,فعلى,1.000,وَأَحْصُوا (65:1) | وَأَحْصَى (72:28)
ءرب,3,أَرْبَى,أربى,أَرْبَى,16:92:18,فعلى,1.000,مَآرِبُ (20:18) | الْإِرْبَةِ (24:31)
ءرج,3,أَرْجِهْ,أرجه,أَرْجِ,7:111:2,فعل,0.900,أَرْجِهْ (26:36) | أَرْجَائِهَا (69:17)
ءري,3,أَرَيْنَاكَ,أريناك,أَرَيْ,17:60:12,فعل,0.900,أَرَيْنَاهُ (20:56) | أُرِيكُمْ (40:29)
ءسس,3,أُسِّسَ,أسس,أُسِّسَ,9:108:6,فعل,1.000,أَسَّسَ (9:109)
ءسم,3,بِأَسْمَائِهِمْ,بأسمائهم,أَسْمَائِ,2:33:4,فعلاء,0.940,أَسْمَائِهِ (7:180)
ءسي,3,أُسْوَةٌ,أسوة,أُسْوَ,33:21:7,فعل,1.000,أُسْوَةٌ (60:4) | أُسْوَةٌ (60:6)
ءشق,3,أَشُقَّ,أشق,أَشُقَّ,28:27:22,فعل,1.000,الْأَشْقَى (87:11) | الْأَشْقَى (92:15)
ءفف,3,أُفٍّ,أف,أُفٍّ,17:23:19,فعل,0.973,أُفٍّ (21:67) | أُفٍّ (46:17)
ءفق,3,أَفَاقَ,أفاق,أَفَاقَ,7:143:34,فعال,1.000,بِالْأُفُقِ (53:7) | بِالْأُفُقِ (81:23)
ءقص,3,الْأَقْصَى,الأقصى,أَقْصَى,17:1:11,فعلى,1.000,أَقْصَى (28:20) | أَقْصَى (36:20)
ءنف,3,وَالْأَنْفَ,والأنف,أَنْفَ,5:45:9,فعل,1.000,بِالْأَنْفِ (5:45) | آنِفَاً (47:16)
ا دم,3,مَا دُمْتَ,ما دمت,مَا دُمْ,3:75:19,مفعلل,0.630,مَا دُمْتُمْ (5:96) | مَا دُمْتُ (19:31)
اكه,3,فَاكِهُونَ,فاكهون,اكِهُ,36:55:7,فعل,0.800,فَاكِهِينَ (44:27) | فَاكِهِينَ (52:18)
بدع,3,بَدِيعُ,بديع,بَدِيعُ,2:117:1,فعيل,1.000,بَدِيعُ (6:101) | ابْتَدَعُوهَا (57:27)
بدن,3,تُبْدُونَهَا,تبدونها,بْدُونَ,6:91:28,فعول,0.977,بِبَدَنِكَ (10:92) | وَالْبُدْنَ (22:36)
بذر,3,تُبَذِّرْ,تبذر,بَذِّرْ,17:26:9,فعل,1.000,تَبْذِيرَاً (17:26) | الْمُبَذِّرِينَ (17:27)
برح,3,أَبْرَحَ,أبرح,أَبْرَحَ,12:80:25,افعل,1.000,أَبْرَحُ (18:60) | نَبْرَحَ (20:91)
برزخ,3,بَرْزَخٌ,برزخ,بَرْزَخٌ,23:100:13,فعلل,0.957,بَرْزَخَاً (25:53) | بَرْزَخٌ (55:20)
بضع,3,بِضْعَ,بضع,بِضْعَ,12:42:17,فعل,1.000,بِبِضَاعَةٍ (12:88) | بِضْعِ (30:4)
بعدم,3,بَعْدَمَا,بعدما,بَعْدَمَا,2:181:3,فعلل,0.749,بَعْدَمَا (8:6) | بَعْدَمَا (13:37)
بهج,3,بَهِيجٍ,بهيج,بَهِيجٍ,22:5:69,فعيل,1.000,بَهْجَةٍ (27:60) | بَهِيجٍ (50:7)
بهم,3,بَهِيمَةُ,بهيمة,بَهِيمَ,5:1:8,فعيل,1.000,بَهِيمَةِ (22:28) | بَهِيمَةِ (22:34)
تبب,3,تَتْبِيبٍ,تتبيب,تَتْبِيبٍ,11:101:24,تفعيل,1.000,تَبَابٍ (40:37) | وَتَبَّ (111:1)
تبت,3,التَّابُوتُ,التابوت,تَابُوتُ,2:248:9,فاعول,0.940,التَّابُوتِ (20:39) | تَبَّتْ (111:1)
تبد,3,تُبْدَ,تبد,تُبْدَ,5:101:9,فعل,0.900,لَتُبْدِي (28:10)
تخف,3,يَسْتَخْفُونَ,يستخفون,سْتَخْفُ,4:108:1,فعل,0.873,لِيَسْتَخْفُوا (11:5)
تسء,3,تَسُؤْهُمْ,تسؤهم,تَسُؤْ,3:120:4,فعل,0.900,تَسُؤْكُمْ (5:101) | تَسُؤْهُمْ (9:50)
تصر,3,يَنْتَصِرُونَ,ينتصرون,نْتَصِرُ,26:93:7,فعل,0.792,يَنْتَصِرُونَ (42:39) | تَنْتَصِرَانِ (55:35)
تمت,3,وَتَمَّتْ,وتمت,تَمَّتْ,6:115:1,فعل,0.900,وَتَمَّتْ (7:137) | وَتَمَّتْ (11:119)
تمس,3,تَمَسَّنَا,تمسنا,تَمَسَّ,2:80:3,فعل,1.000,تَمَسَّنَا (3:24) | فَالْتَمِسُوا (57:13)
توا,3,أَتَوْا,أتوا,تَوْا,3:188:6,فعل,1.000,أَتَوْا (25:40) | أَتَوْا (27:18)
ثلل,3,ثُلَّةٌ,ثلة,ثُلَّ,56:13:1,فعل,0.973,ثُلَّةٌ (56:39) | وَثُلَّةٌ (56:40)
ثير,3,تُثِيرُ,تثير,ثِيرُ,2:71:8,فعل,1.000,فَتُثِيرُ (30:48) | فَتُثِيرُ (35:9)
جبرل,3,لِجِبْرِيلَ,لجبريل,جِبْرِيلَ,2:97:5,فعليل,0.846,وَجِبْرِيلَ (2:98) | وَجِبْرِيلُ (66:4)
جتنب,3,تَجْتَنِبُوا,تجتنبوا,جْتَنِبُ,4:31:2,فعلل,0.697,يَجْتَنِبُونَ (42:37) | يَجْتَنِبُونَ (53:32)
جثو,3,جِثِيَّاً,جثيا,جِثِيَّ,19:68:8,فعل,1.000,جِثِيَّاً (19:72) | جَاثِيَةً (45:28)
جدث,3,الْأَجْدَاثِ,الأجداث,أَجْدَاثِ,36:51:7,افعال,1.000,الْأَجْدَاثِ (54:7) | الْأَجْدَاثِ (70:43)
جدن,3,وَلَتَجِدَنَّهُمْ,ولتجدنهم,لَتَجِدَنَّ,2:96:1,تفعل,0.765,لَتَجِدَنَّ (5:82) | وَلَتَجِدَنَّ (5:82)
جذع,3,جِذْعِ,جذع,جِذْعِ,19:23:4,فعل,1.000,بِجِذْعِ (19:25) | جُذُوعِ (20:71)
جرمن,3,يَجْرِمَنَّكُمْ,يجرمنكم,جْرِمَنَّ,5:2:28,فعلل,0.697,يَجْرِمَنَّكُمْ (5:8) | يَجْرِمَنَّكُمْ (11:89)
حتسب,3,يَحْتَسِبُونَ,يحتسبون,حْتَسِبُ,39:47:25,فعلل,0.697,يَحْتَسِبُوا (59:2) | يَحْتَسِبُ (65:3)
حجت,3,حُجَّتُنَا,حجتنا,حُجَّتُ,6:83:2,فعل,0.900,حُجَّتُهُمْ (42:16) | حُجَّتَهُمْ (45:25)
حدق,3,حَدَائِقَ,حدائق,حَدَائِقَ,27:60:12,فعاءل,0.973,حَدَائِقَ (78:32) | وَحَدَائِقَ (80:30)
حرض,3,وَحَرِّضِ,وحرض,حَرِّضِ,4:84:9,فعل,1.000,حَرِّضِ (8:65) | حَرَضَاً (12:85)
حمو,3,حَامٍ,حام,حَامٍ,5:103:11,فعل,0.990,حَامِيَةً (88:4) | حَامِيَةٌ (101:11)
حمي,3,يُحْمَى,يحمى,حْمَى,9:35:2,فعل,1.000,الْحَمِيَّةَ (48:26) | حَمِيَّةَ (48:26)
خءف,3,خَائِفِينَ,خائفين,خَائِفِ,2:114:21,فاعل,0.925,خَائِفَاً (28:18) | خَائِفَاً (28:21)
خبت,3,وَأَخْبَتُوا,وأخبتوا,أَخْبَتُ,11:23:6,افعل,1.000,الْمُخْبِتِينَ (22:34) | فَتُخْبِتَ (22:54)
خذل,3,يَخْذُلْكُمْ,يخذلكم,خْذُلْ,3:160:8,فعل,0.920,مَخْذُولَاً (17:22) | خَذُولَاً (25:29)
خفن,3,تَخَافَنَّ,تخافن,تَخَافَنَّ,8:58:2,تفاعل,0.940,تَسْتَخِفُّونَهَا (16:80) | يَسْتَخِفَّنَّكَ (30:60)
خلو,3,خَلَا,خلا,خَلَا,2:76:8,فعل,1.000,خَلَا (35:24) | الْخَالِيَةِ (69:24)
خيط,3,الْخَيْطُ,الخيط,خَيْطُ,2:187:36,فعل,1.000,الْخَيْطِ (2:187) | الْخِيَاطِ (7:40)
دءر,3,دَائِرَةٌ,دائرة,دَائِرَ,5:52:12,فاعل,0.925,دَائِرَةُ (9:98) | دَائِرَةُ (48:6)
دءن,3,الْمَدَائِنِ,المدائن,مَدَائِنِ,7:111:6,مفاعل,0.940,الْمَدَائِنِ (26:36) | الْمَدَائِنِ (26:53)
دخلو,3,يَدْخُلُوهَا,يدخلوها,دْخُلُو,2:114:19,فعلل,0.765,يَدْخُلُوهَا (7:46) | تَدْخُلُوهَا (24:28)
درر,3,مِدْرَارَاً,مدرارا,مِدْرَارَ,6:6:19,مفعال,1.000,مِدْرَارَاً (11:52) | مِدْرَارَاً (71:11)
دعع,3,يُدَعُّونَ,يدعون,دَعُّ,52:13:2,فعل,0.973,دَعَّاً (52:13) | يَدُعُّ (107:2)
دلو,3,فَدَلَّاهُمَا,فدلاهما,دَلَّا,7:22:1,فعل,1.000,دَلْوَهُ (12:19) | لِدُلُوكِ (17:78)
ديي,3,وَالِدَيَّ,والدي,دَيَّ,27:19:15,فعل,0.846,بِيَدَيَّ (38:75) | وَالِدَيَّ (46:15)
ذءب,3,الذِّئْبُ,الذئب,ذِئْبُ,12:13:10,فعل,1.000,الذِّئْبُ (12:14) | الذِّئْبُ (12:17)
ذقن,3,لِلْأَذْقَانِ,للأذقان,أَذْقَانِ,17:107:17,افعال,1.000,لِلْأَذْقَانِ (17:109) | الْأَذْقَانِ (36:8)
رات,3,فُرَاتٌ,فرات,رَاتٌ,25:53:7,فعل,0.900,فُرَاتٌ (35:12) | فُرَاتَاً (77:27)
ردف,3,مُرْدِفِينَ,مردفين,مُرْدِفِ,8:9:11,مفعل,1.000,رَدِفَ (27:72) | الرَّادِفَةُ (79:7)
ررق,3,فَرَّقُوا,فرقوا,رَّقُ,6:159:3,فعل,0.752,فَرَّقْتَ (20:94) | فَرَّقُوا (30:32)
رغد,3,رَغَدَاً,رغدا,رَغَدَ,2:35:9,فعل,1.000,رَغَدَاً (2:58) | رَغَدَاً (16:112)
رقم,3,وَالرَّقِيمِ,والرقيم,رَقِيمِ,18:9:6,فعيل,1.000,مَرْقُومٌ (83:9) | مَرْقُومٌ (83:20)
رقي,3,تَرْقَى,ترقى,رْقَى,17:93:8,فعل,1.000,لِرُقِيِّكَ (17:93) | فَارِقُوهُنَّ (65:2)
ركض,3,يَرْكُضُونَ,يركضون,رْكُضُ,21:12:7,فعل,0.920,تَرْكُضُوا (21:13) | ارْكُضْ (38:42)
ركم,3,فَيَرْكُمَهُ,فيركمه,رْكُمَ,8:37:11,فعل,1.000,رُكَامَاً (24:43) | مَرْكُومٌ (52:44)
رمن,3,وَالرُّمَّانَ,والرمان,رُمَّانَ,6:99:29,فعال,1.000,وَالرُّمَّانَ (6:141) | وَرُمَّانٌ (55:68)
رهط,3,رَهْطُكَ,رهطك,رَهْطُ,11:91:13,فعل,1.000,أَرَهْطِي (11:92) | رَهْطٍ (27:48)
رهن,3,فَرِهَانٌ,فرهان,رِهَانٌ,2:283:8,فعال,1.000,رَهِينٌ (52:21) | رَهِينَةٌ (74:38)
روغ,3,فَرَاغَ,فراغ,رَاغَ,37:91:1,فعل,1.000,فَرَاغَ (37:93) | فَرَاغَ (51:26)
