surface,plain,word_class,masaq_tag,lemma,root,wazn,aspect,case,role,source,agreement_with_masaq,confidence,first_seen_at,ambiguous
طَوَّافُونَ,طوافون,ISM_MUARAB,ADJ_INTENS,,,,,NOMINATIVE,PRED,MASAQ:46249,Full,Certificate,24:58:37,
طَوْعَاً,طوعا,ISM_MUARAB,GERUND,,طوع,فعل,,ACCUSATIVE,CIRCUM,MASAQ:7611,Full,Certificate,3:83:11,
طَوْلَاً,طولا,ISM_MUARAB,NOUN_ABSTRACT,,طول,فعل,,ACCUSATIVE,OBJ,MASAQ:10321,Full,Certificate,4:25:5,
طَيِّبَاتٍ,طيبات,ISM_MUARAB,NOUN_ABSTRACT,,طيب,فعل,,ACCUSATIVE,OBJ,MASAQ:13086,Full,Certificate,4:160:7,
طَيِّبَاتِ,طيبات,ISM_MUARAB,NOUN_ABSTRACT,,طيب,فعل,,GENITIVE,PREP_OBJ,MASAQ:837,Full,Certificate,2:57:10,
طَيِّبَاتِكُمْ,طيباتكم,ISM_MUARAB,NOUN_ABSTRACT,,طيب,فعل,,ACCUSATIVE,OBJ,MASAQ:65366,Full,Certificate,46:20:8,
طَيِّبَاً,طيبا,ISM_MUARAB,ADJ_QUALIT,,طيب,فعل,,ACCUSATIVE,ADJ,MASAQ:3035,Full,Certificate,2:168:8,
طَيِّبَةً,طيبة,ISM_MUARAB,ADJ_QUALIT,,طيب,فعل,,ACCUSATIVE,ADJ,MASAQ:6839,Full,Certificate,3:38:12,
طَيِّبَةٌ,طيبة,ISM_MUARAB,ADJ_QUALIT,,طيب,فعل,,NOMINATIVE,ADJ,MASAQ:55581,Full,Certificate,34:15:18,
طَيِّبَةٍ,طيبة,ISM_MUARAB,ADJ_QUALIT,,طيب,فعل,,GENITIVE,ADJ,MASAQ:26831,Full,Certificate,10:22:15,
طَيِّبِينَ,طيبين,ISM_MUARAB,ADJ_QUALIT,,طيب,فعل,,ACCUSATIVE,CIRCUM,MASAQ:34713,Full,Certificate,16:32:4,
طَيْرٍ,طير,ISM_MUARAB,NOUN_CONCRETE,,طير,فعل,,GENITIVE,GEN_CONS,MASAQ:69287,Full,Certificate,56:21:2,
طَيْرَاً,طيرا,ISM_MUARAB,NOUN_CONCRETE,,طير,فعل,,ACCUSATIVE,V_COP_PRED,MASAQ:7017,Full,Certificate,3:49:21,
طُغْيَانَاً,طغيانا,ISM_MUARAB,GERUND,,طغي,فعل,,ACCUSATIVE,OBJ,MASAQ:15027,Full,Certificate,5:64:25,
طُغْيَانِهِمْ,طغيانهم,ISM_MUARAB,GERUND,,طغي,فعل,,GENITIVE,PREP_OBJ,MASAQ:180,Full,Certificate,2:15:6,
طُلُوعِ,طلوع,ISM_MUARAB,GERUND,,طلع,فعول,,GENITIVE,GEN_CONS,MASAQ:41559,Full,Certificate,20:130:9,
طُمِسَتْ,طمست,FIIL,PV_PASS,,طمس,فعل,PV,INVARIABLE,,MASAQ:75321,Full,Certificate,77:8:3,
طُوبَى,طوبى,ISM_MUARAB,NOUN_ABSTRACT,,,,,NOMINATIVE,SUBJ,MASAQ:32545,Full,Certificate,13:29:5,
طُورِ,طور,JAMID,NOUN_PROP,,طور,فعل,,GENITIVE,PREP_OBJ,MASAQ:44237,Full,Certificate,23:20:4,
طُولَاً,طولا,ISM_MUARAB,NOUN_ABSTRACT,,طول,فعل,,ACCUSATIVE,ACC_SPECIF,MASAQ:36686,Full,Certificate,17:37:13,
طُوَىً,طوى,JAMID,NOUN_PROP,,,,,ACCUSATIVE,APPOS,MASAQ:40373,Full,Certificate,20:12:9,
طِبَاقَاً,طباقا,ISM_MUARAB,GERUND,,طبق,فعال,,ACCUSATIVE,ADJ,MASAQ:72840,Full,Certificate,67:3:5,
طِبْتُمْ,طبتم,FIIL,PV,,طبب,فعل,PV,INVARIABLE,,MASAQ:60434,Full,Certificate,39:73:18,
طِبْنَ,طبن,FIIL,PV,,طبن,فعل,PV,INVARIABLE,,MASAQ:9749,None,Certificate,4:4:6,
طِفْلَاً,طفلا,ISM_MUARAB,NOUN_CONCRETE,,طفل,فعل,,ACCUSATIVE,CIRCUM,MASAQ:42910,Full,Certificate,22:5:37,
طِينٍ,طين,ISM_MUARAB,NOUN_CONCRETE,,طين,فعل,,GENITIVE,PREP_OBJ,MASAQ:16289,Full,Certificate,6:2:5,
طِينَاً,طينا,ISM_MUARAB,NOUN_CONCRETE,,طين,فعل,,ACCUSATIVE,CIRCUM,MASAQ:37032,Full,Certificate,17:61:13,
ظَالِمٌ,ظالم,ISM_MUARAB,NOUN_ACTIVE_PART,,ظلم,فاعل,,NOMINATIVE,PRED,MASAQ:38306,Full,Certificate,18:35:4,
ظَالِمَةً,ظالمة,ISM_MUARAB,NOUN_ACTIVE_PART,,ظلم,فاعل,,ACCUSATIVE,V_COP_PRED,MASAQ:41753,Full,Certificate,21:11:6,
ظَالِمَةٌ,ظالمة,ISM_MUARAB,NOUN_ACTIVE_PART,,ظلم,فاعل,,NOMINATIVE,PRED,MASAQ:29920,Full,Certificate,11:102:8,
ظَالِمُونَ,ظالمون,ISM_MUARAB,NOUN_ACTIVE_PART,,ظلم,فاعل,,NOMINATIVE,PRED,MASAQ:763,Full,Certificate,2:51:12,
ظَالِمِي,ظالمي,ISM_MUARAB,NOUN_ACTIVE_PART,,ظلم,فاعل,,ACCUSATIVE,CIRCUM,MASAQ:11870,Full,Certificate,4:97:5,
ظَالِمِينَ,ظالمين,ISM_MUARAB,NOUN_ACTIVE_PART,,ظلم,فاعل,,ACCUSATIVE,V_COP_PRED,MASAQ:19376,Full,Certificate,7:5:12,
ظَاهَرُوهُمْ,ظاهروهم,FIIL,PV,,,,PV,INVARIABLE,,MASAQ:54448,Partial,Hypothesis,33:26:3,
ظَاهِرَ,ظاهر,ISM_MUARAB,NOUN_ACTIVE_PART,,ظهر,فاعل,,ACCUSATIVE,OBJ,MASAQ:18342,Full,Certificate,6:120:2,
ظَاهِرَاً,ظاهرا,ISM_MUARAB,NOUN_ACTIVE_PART,,ظهر,فاعل,,ACCUSATIVE,ADJ,MASAQ:38091,Full,Certificate,18:22:28,
ظَاهِرَةً,ظاهرة,ISM_MUARAB,NOUN_ACTIVE_PART,,ظهر,فاعل,,ACCUSATIVE,CIRCUM,MASAQ:53356,Full,Certificate,31:20:16,
ظَاهِرِينَ,ظاهرين,ISM_MUARAB,NOUN_ACTIVE_PART,,ظهر,فاعل,,ACCUSATIVE,CIRCUM,MASAQ:60885,Full,Certificate,40:29:5,
ظَعْنِكُمْ,ظعنكم,ISM_MUARAB,GERUND,,ظعن,فعل,,GENITIVE,GEN_CONS,MASAQ:35462,Full,Certificate,16:80:15,
ظَلَمَ,ظلم,FIIL,PV,,ظلم,فعل,PV,INVARIABLE,,MASAQ:4510,Full,Certificate,2:231:19,
ظَلَمَتْ,ظلمت,FIIL,PV,,ظلم,فعل,PV,INVARIABLE,,MASAQ:27379,Full,Certificate,10:54:5,
ظَلَمَكَ,ظلمك,FIIL,PV,,ظلم,فعل,PV,INVARIABLE,,MASAQ:58772,Full,Certificate,38:24:3,
ظَلَمَهُمُ,ظلمهم,FIIL,PV,,ظلم,فعل,PV,INVARIABLE,,MASAQ:8170,Full,Certificate,3:117:19,
ظَلَمُوا,ظلموا,FIIL,PV,,ظلم,فعل,PV,INVARIABLE,,MASAQ:868,Full,Certificate,2:59:3,
ظَلَمُونَا,ظلمونا,FIIL,PV,,,,PV,INVARIABLE,,MASAQ:841,Partial,Hypothesis,2:57:14,
ظَلَمْتُ,ظلمت,FIIL,PV,,ظلم,فعل,PV,INVARIABLE,,MASAQ:49245,Full,Certificate,27:44:21,
ظَلَمْتُمْ,ظلمتم,FIIL,PV,,ظلم,فعل,PV,INVARIABLE,,MASAQ:786,Full,Certificate,2:54:7,
ظَلَمْنَا,ظلمنا,FIIL,PV,,ظلم,فعل,PV,INVARIABLE,,MASAQ:19586,Full,Certificate,7:23:3,
ظَلَمْنَاهُمْ,ظلمناهم,FIIL,PV,,ظلم,فعل,PV,INVARIABLE,,MASAQ:29890,Full,Certificate,11:101:2,
ظَلُومَاً,ظلوما,ISM_MUARAB,ADJ_INTENS,,ظلم,فعول,,ACCUSATIVE,V_COP_PRED,MASAQ:55284,Full,Certificate,33:72:17,
ظَلِيلٍ,ظليل,ISM_MUARAB,ADJ_INTENS,,,,,GENITIVE,ADJ,MASAQ:75403,Full,Certificate,77:31:2,
ظَلِيلَاً,ظليلا,ISM_MUARAB,ADJ_INTENS,,,,,ACCUSATIVE,ADJ,MASAQ:10980,Full,Certificate,4:57:20,
ظَلَّ,ظل,FIIL,PV,,ظلل,فعل,PV,INVARIABLE,,MASAQ:35060,Full,Certificate,16:58:5,
ظَلْتَ,ظلت,FIIL,PV,,ظلل,فعل,PV,INVARIABLE,,MASAQ:41209,Full,Certificate,20:97:20,
ظَمَأٌ,ظمأ,ISM_MUARAB,GERUND,,ظمء,فعل,,NOMINATIVE,AGNT,MASAQ:26232,Full,Certificate,9:120:23,
ظَنَنَّا,ظننا,FIIL,PV,,ظنن,فعل,PV,INVARIABLE,,MASAQ:74193,Partial,Hypothesis,72:5:2,
ظَنَنْتُ,ظننت,FIIL,PV,,ظنن,فعل,PV,INVARIABLE,,MASAQ:73561,Full,Certificate,69:20:2,
ظَنَنْتُمْ,ظننتم,FIIL,PV,,ظنن,فعل,PV,INVARIABLE,,MASAQ:61974,Full,Certificate,41:22:13,
ظَنَّ,ظن,ISM_MUARAB,GERUND,,ظنن,فعل,,ACCUSATIVE,APPOS,MASAQ:8761,Full,Certificate,3:154:20,";FIIL@(12, 42, 3);FIIL@(24, 12, 4);FIIL@(84, 14, 2)"
ظَنَّا,ظنا,ISM_MUARAB,GERUND,,ظنن,فعل,,INVARIABLE,,MASAQ:4481,Partial,Hypothesis,2:230:20,
ظَنَّاً,ظنا,ISM_MUARAB,GERUND,,ظنن,فعل,,ACCUSATIVE,OBJ,MASAQ:27123,Full,Certificate,10:36:5,
ظَنَّهُ,ظنه,ISM_MUARAB,GERUND,,ظنن,فعل,,ACCUSATIVE,OBJ,MASAQ:55648,Full,Certificate,34:20:5,
ظَنُّ,ظن,ISM_MUARAB,GERUND,,ظنن,فعل,,NOMINATIVE,SUBJ,MASAQ:27463,Full,Certificate,10:60:2,
ظَنُّكُمُ,ظنكم,ISM_MUARAB,GERUND,,ظنن,فعل,,NOMINATIVE,PRED,MASAQ:61983,Full,Certificate,41:23:2,
ظَنُّكُمْ,ظنكم,ISM_MUARAB,GERUND,,ظنن,فعل,,NOMINATIVE,PRED,MASAQ:58122,Full,Certificate,37:87:2,
ظَنُّوا,ظنوا,FIIL,PV,,ظنن,فعل,PV,INVARIABLE,,MASAQ:74214,Full,Certificate,72:7:2,
ظَهَرَ,ظهر,FIIL,PV,,ظهر,فعل,PV,INVARIABLE,,MASAQ:19029,Full,Certificate,6:151:26,
ظَهِيرٌ,ظهير,ISM_MUARAB,ADJ_QUALIT,,,,,NOMINATIVE,PRED,MASAQ:72637,Full,Certificate,66:4:21,
ظَهِيرٍ,ظهير,ISM_MUARAB,ADJ_QUALIT,,,,,NOMINATIVE,SUBJ_DELA,MASAQ:55700,Full,Certificate,34:22:26,
ظَهِيرَاً,ظهيرا,ISM_MUARAB,ADJ_INTENS,,,,,ACCUSATIVE,V_COP_PRED,MASAQ:37395,Full,Certificate,17:88:19,
ظَهْرَكَ,ظهرك,ISM_MUARAB,NOUN_CONCRETE,,ظهر,فعل,,ACCUSATIVE,OBJ,MASAQ:77161,Full,Certificate,94:3:3,
ظَهْرِهَا,ظهرها,ISM_MUARAB,NOUN_CONCRETE,,ظهر,فعل,,GENITIVE,PREP_OBJ,MASAQ:56947,Full,Certificate,35:45:10,
ظَهْرِهِ,ظهره,ISM_MUARAB,NOUN_CONCRETE,,ظهر,فعل,,GENITIVE,PREP_OBJ,MASAQ:63035,Full,Certificate,42:33:8,
ظُفُرٍ,ظفر,ISM_MUARAB,NOUN_CONCRETE,,ظفر,فعل,,GENITIVE,GEN_CONS,MASAQ:18897,Full,Certificate,6:146:7,
ظُلَلٌ,ظلل,ISM_MUARAB,NOUN_ABSTRACT,,ظلل,فعل,,NOMINATIVE,SUBJ_DELA,MASAQ:59579,Full,Certificate,39:16:4,
ظُلَلٍ,ظلل,ISM_MUARAB,NOUN_ABSTRACT,,ظلل,فعل,,GENITIVE,PREP_OBJ,MASAQ:3945,Full,Certificate,2:210:8,
ظُلُمَاتٌ,ظلمات,ISM_MUARAB,NOUN_ABSTRACT,,ظلم,فعل,,NOMINATIVE,SUBJ,MASAQ:221,Full,Certificate,2:19:6,
ظُلُمَاتٍ,ظلمات,ISM_MUARAB,NOUN_ABSTRACT,,ظلم,فعل,,GENITIVE,PREP_OBJ,MASAQ:207,Full,Certificate,2:17:15,
ظُلُمَاتِ,ظلمات,ISM_MUARAB,NOUN_ABSTRACT,,ظلم,فعل,,GENITIVE,PREP_OBJ,MASAQ:17237,Full,Certificate,6:59:22,
ظُلِمَ,ظلم,FIIL,PV,,ظلم,فعل,PV,INVARIABLE,,MASAQ:12874,Full,Certificate,4:148:10,
ظُلِمُوا,ظلموا,FIIL,PV_PASS,,ظلم,فعل,PV,INVARIABLE,,MASAQ:34874,Full,Certificate,16:41:8,
ظُلَّةٌ,ظلة,ISM_MUARAB,NOUN_CONCRETE,,ظلل,فعل,,NOMINATIVE,PART_COP_PRED,MASAQ:22142,Full,Certificate,7:171:6,
ظُلْمَ,ظلم,ISM_MUARAB,GERUND,,ظلم,فعل,,ACCUSATIVE,SUBJ_NEG_CAT,MASAQ:60693,Full,Certificate,40:17:8,
ظُلْمَاً,ظلما,ISM_MUARAB,GERUND,,ظلم,فعل,,ACCUSATIVE,OBJ,MASAQ:8014,Full,Certificate,3:108:10,
ظُلْمِهِ,ظلمه,ISM_MUARAB,GERUND,,ظلم,فعل,,GENITIVE,GEN_CONS,MASAQ:14403,Full,Certificate,5:39:5,
ظُلْمِهِمْ,ظلمهم,ISM_MUARAB,GERUND,,ظلم,فعل,,GENITIVE,PREP_OBJ,MASAQ:32127,Full,Certificate,13:6:16,
ظُهُورُهَا,ظهورها,ISM_MUARAB,NOUN_CONCRETE,,ظهر,فعول,,NOMINATIVE,PASS_SUBJ,MASAQ:18687,Full,Certificate,6:138:14,
ظُهُورُهُمَا,ظهورهما,ISM_MUARAB,NOUN_CONCRETE,,ظهر,فعول,,NOMINATIVE,AGNT,MASAQ:18907,Full,Certificate,6:146:17,
ظُهُورِكُمْ,ظهوركم,ISM_MUARAB,NOUN_CONCRETE,,ظهر,فعول,,GENITIVE,GEN_CONS,MASAQ:17895,Full,Certificate,6:94:12,
ظُهُورِهَا,ظهورها,ISM_MUARAB,NOUN_CONCRETE,,ظهر,فعول,,GENITIVE,PREP_OBJ,MASAQ:3536,Full,Certificate,2:189:15,
ظُهُورِهِ,ظهوره,ISM_MUARAB,NOUN_CONCRETE,,ظهر,فعول,,GENITIVE,PREP_OBJ,MASAQ:63441,Full,Certificate,43:13:3,
ظُهُورِهِمْ,ظهورهم,ISM_MUARAB,NOUN_CONCRETE,,ظهر,فعول,,GENITIVE,GEN_CONS,MASAQ:1721,Full,Certificate,2:101:19,
ظِلَالٍ,ظلال,ISM_MUARAB,NOUN_ABSTRACT,,ظلل,فعال,,GENITIVE,PREP_OBJ,MASAQ:57458,Full,Certificate,36:56:4,
ظِلَالَاً,ظلالا,ISM_MUARAB,NOUN_ABSTRACT,,ظلل,فعال,,ACCUSATIVE,OBJ,MASAQ:35478,Full,Certificate,16:81:6,
ظِلَالُهَا,ظلالها,ISM_MUARAB,NOUN_ABSTRACT,,ظلل,فعال,,NOMINATIVE,AGNT,MASAQ:75165,Full,Certificate,76:14:3,
ظِلَالُهُ,ظلاله,ISM_MUARAB,NOUN_ABSTRACT,,ظلل,فعال,,NOMINATIVE,AGNT,MASAQ:34957,Full,Certificate,16:48:10,
ظِلٍّ,ظل,ISM_MUARAB,NOUN_ABSTRACT,,ظلل,فعل,,GENITIVE,PREP_OBJ,MASAQ:75398,Full,Certificate,77:30:3,
ظِلَّاً,ظلا,ISM_MUARAB,NOUN_ABSTRACT,,ظلل,فعل,,ACCUSATIVE,OBJ,MASAQ:10979,Full,Certificate,4:57:19,
ظِهْرِيَّاً,ظهريا,UNKNOWN,NOUN_RELATIVE,,ظهر,فعل,,ACCUSATIVE,CIRCUM,MASAQ:29792,Partial,Hypothesis,11:92:10,
عسق,عسق,ISM_MUARAB,NOUN_ABSTRACT,,عسق,فعل,,INVARIABLE,ACRON,MASAQ:62491,Full,Certificate,42:2:1,
على,على,HARF,PREP,,—,حرف جر,,INVARIABLE,PREP,MASAQ:50475,Full,Certificate,28:38:14,
عَائِدُونَ,عائدون,ISM_MUARAB,NOUN_ACTIVE_PART,,عود,فاعل,,NOMINATIVE,PART_COP_PRED,MASAQ:64273,Full,Certificate,44:15:6,
عَائِلَاً,عائلا,ISM_MUARAB,NOUN_ACTIVE_PART,,عيل,فاعل,,ACCUSATIVE,OBJ,MASAQ:77138,Full,Certificate,93:8:2,
عَابِدٌ,عابد,ISM_MUARAB,NOUN_ACTIVE_PART,,عبد,فاعل,,NOMINATIVE,PRED,MASAQ:77686,Full,Certificate,109:4:3,
عَابِدَاتٍ,عابدات,ISM_MUARAB,NOUN_ACTIVE_PART,,عبد,فاعل,,ACCUSATIVE,ADJ,MASAQ:72651,Full,Certificate,66:5:14,
عَابِدُونَ,عابدون,ISM_MUARAB,NOUN_ACTIVE_PART,,عبد,فاعل,,NOMINATIVE,PRED,MASAQ:2474,Full,Certificate,2:138:10,
عَابِدِينَ,عابدين,ISM_MUARAB,NOUN_ACTIVE_PART,,عبد,فاعل,,ACCUSATIVE,OBJ,MASAQ:42219,Full,Certificate,21:53:5,
عَابِرِي,عابري,ISM_MUARAB,NOUN_ACTIVE_PART,,عبر,فاعل,,ACCUSATIVE,EXCP,MASAQ:10704,Full,Certificate,4:43:16,
عَاتِيَةٍ,عاتية,ISM_MUARAB,NOUN_ACTIVE_PART,,عوت,فعل,,GENITIVE,ADJ,MASAQ:73470,Full,Certificate,69:6:6,
عَادٌ,عاد,JAMID,NOUN_PROP,,عود,فعل,,NOMINATIVE,PRED,MASAQ:29239,Full,Certificate,11:59:2,
عَادٍ,عاد,ISM_MUARAB,NOUN_ACTIVE_PART,,عود,فعل,,GENITIVE,CONJ_N,MASAQ:3127,Full,Certificate,2:173:18,";JAMID@(7, 65, 2);JAMID@(7, 74, 7);JAMID@(11, 50, 2);JAMID@(41, 13, 8);JAMID@(46, 21, 3);JAMID@(51, 41, 2)"
عَادَ,عاد,FIIL,PV,,عود,فعل,PV,INVARIABLE,,MASAQ:5808,Full,Certificate,2:275:39,
عَادَاً,عادا,JAMID,NOUN_PROP_FOREIGN,,عود,فعل,,ACCUSATIVE,SUBJ_COP_PART,MASAQ:29259,Full,Certificate,11:60:10,
عَادَيْتُمْ,عاديتم,FIIL,PV,,عود,فعل,PV,INVARIABLE,,MASAQ:71261,Full,Certificate,60:7:8,
عَادُونَ,عادون,ISM_MUARAB,NOUN_ACTIVE_PART,,عود,فعل,,NOMINATIVE,ADJ,MASAQ:48342,Full,Certificate,26:166:11,
عَارِضٌ,عارض,ISM_MUARAB,NOUN_ACTIVE_PART,,عرض,فاعل,,NOMINATIVE,PRED,MASAQ:65443,Full,Certificate,46:24:8,
عَارِضَاً,عارضا,ISM_MUARAB,NOUN_ACTIVE_PART,,عرض,فاعل,,ACCUSATIVE,CIRCUM,MASAQ:65438,Full,Certificate,46:24:3,
عَاصِفٌ,عاصف,ISM_MUARAB,NOUN_ACTIVE_PART,,عصف,فاعل,,NOMINATIVE,ADJ,MASAQ:26836,Full,Certificate,10:22:20,
عَاصِفٍ,عاصف,ISM_MUARAB,NOUN_ACTIVE_PART,,عصف,فاعل,,GENITIVE,ADJ,MASAQ:33165,Full,Certificate,14:18:12,
عَاصِفَةً,عاصفة,ISM_MUARAB,NOUN_ACTIVE_PART,,عصف,فاعل,,ACCUSATIVE,CIRCUM,MASAQ:42475,Full,Certificate,21:81:3,
عَاصِمٍ,عاصم,ISM_MUARAB,NOUN_ACTIVE_PART,,عصم,فاعل,,NOMINATIVE,SUBJ_DELA,MASAQ:26967,Full,Certificate,10:27:14,
عَاصِمَ,عاصم,ISM_MUARAB,NOUN_ACTIVE_PART,,عصم,فاعل,,ACCUSATIVE,SUBJ_NEG_CAT,MASAQ:28967,Full,Certificate,11:43:10,
عَاقَبَ,عاقب,FIIL,PV,,عقب,فاعل,PV,INVARIABLE,,MASAQ:43774,Full,Certificate,22:60:3,
عَاقَبْتُمْ,عاقبتم,FIIL,PV,,عقب,فاعل,PV,INVARIABLE,,MASAQ:36146,Full,Certificate,16:126:2,
عَاقِبَةَ,عاقبة,ISM_MUARAB,NOUN_ABSTRACT,,عقب,فاعل,,ACCUSATIVE,V_COP_PRED,MASAQ:52367,Full,Certificate,30:10:3,
عَاقِبَةُ,عاقبة,ISM_MUARAB,NOUN_ABSTRACT,,عقب,فاعل,,NOMINATIVE,SUBJ_COP_V,MASAQ:8466,Full,Certificate,3:137:12,
عَاقِبَتَهُمَا,عاقبتهما,ISM_MUARAB,NOUN_ABSTRACT,,عقب,فاعل,,ACCUSATIVE,V_COP_PRED,MASAQ:70981,Full,Certificate,59:17:2,
عَاقِرٌ,عاقر,ISM_MUARAB,NOUN_ACTIVE_PART,,عقر,فاعل,,NOMINATIVE,PRED,MASAQ:6873,Full,Certificate,3:40:11,
عَاقِرَاً,عاقرا,ISM_MUARAB,NOUN_ACTIVE_PART,,عقر,فاعل,,ACCUSATIVE,V_COP_PRED,MASAQ:39352,Full,Certificate,19:5:8,
عَاكِفَاً,عاكفا,ISM_MUARAB,NOUN_ACTIVE_PART,,عكف,فاعل,,ACCUSATIVE,V_COP_PRED,MASAQ:41211,Full,Certificate,20:97:22,
عَاكِفُونَ,عاكفون,ISM_MUARAB,NOUN_ACTIVE_PART,,عكف,فاعل,,NOMINATIVE,PRED,MASAQ:3490,Full,Certificate,2:187:51,
عَاكِفِينَ,عاكفين,ISM_MUARAB,NOUN_ACTIVE_PART,,عكف,فاعل,,ACCUSATIVE,V_COP_PRED,MASAQ:41132,Full,Certificate,20:91:5,
عَالِمَ,عالم,ISM_MUARAB,NOUN_ACTIVE_PART,,علم,فاعل,,ACCUSATIVE,APPOS,MASAQ:60032,Full,Certificate,39:46:6,
عَالِمُ,عالم,ISM_MUARAB,NOUN_ACTIVE_PART,,علم,فاعل,,NOMINATIVE,PRED,MASAQ:17511,Full,Certificate,6:73:19,
عَالِمِ,عالم,ISM_MUARAB,NOUN_ACTIVE_PART,,علم,فاعل,,GENITIVE,PREP_OBJ,MASAQ:25702,Full,Certificate,9:94:24,
عَالِمِينَ,عالمين,ISM_MUARAB,NOUN_ACTIVE_PART,,علم,فاعل,,ACCUSATIVE,V_COP_PRED,MASAQ:42203,Full,Certificate,21:51:9,
عَالِينَ,عالين,ISM_MUARAB,NOUN_ACTIVE_PART,,عيل,فعل,,ACCUSATIVE,ADJ,MASAQ:44533,Full,Certificate,23:46:7,
عَالِيَاً,عاليا,ISM_MUARAB,NOUN_ACTIVE_PART,,عيل,فعل,,ACCUSATIVE,V_COP_PRED,MASAQ:64369,Full,Certificate,44:31:5,
عَالِيَةٍ,عالية,ISM_MUARAB,NOUN_ACTIVE_PART,,عيل,فعل,,GENITIVE,ADJ,MASAQ:73571,Full,Certificate,69:22:3,
عَالِيَهَا,عاليها,ISM_MUARAB,NOUN_ACTIVE_PART,,عيل,فعل,,ACCUSATIVE,OBJ,MASAQ:29605,Full,Certificate,11:82:5,
عَالِيَهُمْ,عاليهم,ISM_MUARAB,NOUN_ACTIVE_PART,,عيل,فعل,,ACCUSATIVE,ADV_PLCE,MASAQ:75208,Full,Certificate,76:21:1,
عَامٌ,عام,ISM_MUARAB,NOUN_ABSTRACT,,عوم,فعل,,NOMINATIVE,AGNT,MASAQ:30986,Full,Certificate,12:49:6,
عَامٍ,عام,ISM_MUARAB,NOUN_ABSTRACT,,عوم,فعل,,GENITIVE,GEN_CONS,MASAQ:5354,Full,Certificate,2:259:20,
عَامَاً,عاما,ISM_MUARAB,NOUN_ABSTRACT,,عوم,فعل,,ACCUSATIVE,ADV_TIME,MASAQ:24621,Full,Certificate,9:37:11,
عَامَيْنِ,عامين,ISM_MUARAB,NOUN_ABSTRACT,,عوم,فعل,,GENITIVE,PREP_OBJ,MASAQ:53235,Full,Certificate,31:14:11,
عَامِلٌ,عامل,ISM_MUARAB,NOUN_ACTIVE_PART,,عمل,فاعل,,NOMINATIVE,PART_COP_PRED,MASAQ:18611,Full,Certificate,6:135:7,
عَامِلٍ,عامل,ISM_MUARAB,NOUN_ACTIVE_PART,,عمل,فاعل,,GENITIVE,GEN_CONS,MASAQ:9559,Full,Certificate,3:195:8,
عَامِلَةٌ,عاملة,ISM_MUARAB,NOUN_ACTIVE_PART,,عمل,فاعل,,NOMINATIVE,PRED,MASAQ:76681,Full,Certificate,88:3:1,
عَامِلُونَ,عاملون,ISM_MUARAB,NOUN_ACTIVE_PART,,عمل,فاعل,,NOMINATIVE,PART_COP_PRED,MASAQ:30180,Full,Certificate,11:121:9,
عَامِهِمْ,عامهم,ISM_MUARAB,NOUN_ABSTRACT,,عوم,فعل,,GENITIVE,GEN_CONS,MASAQ:24407,Full,Certificate,9:28:12,
عَاهَدَ,عاهد,FIIL,PV,,عهد,فاعل,PV,INVARIABLE,,MASAQ:25354,Full,Certificate,9:75:3,
عَاهَدُوا,عاهدوا,FIIL,PV,,عهد,فاعل,PV,INVARIABLE,,MASAQ:1694,Full,Certificate,2:100:2,
عَاهَدْتَ,عاهدت,FIIL,PV,,عهد,فاعل,PV,INVARIABLE,,MASAQ:23551,Full,Certificate,8:56:2,
عَاهَدْتُمْ,عاهدتم,FIIL,PV,,عهد,فاعل,PV,INVARIABLE,,MASAQ:23916,Full,Certificate,9:1:7,
عَبَثَاً,عبثا,ISM_MUARAB,GERUND,,عبث,فعل,,ACCUSATIVE,CIRCUM,MASAQ:45108,Full,Certificate,23:115:4,
عَبَدْتُمْ,عبدتم,FIIL,PV,,عبد,فعل,PV,INVARIABLE,,MASAQ:77688,Full,Certificate,109:4:5,
عَبَدْنَا,عبدنا,FIIL,PV,,عبد,فعل,PV,INVARIABLE,,MASAQ:34761,Full,Certificate,16:35:8,
عَبَدْنَاهُمْ,عبدناهم,FIIL,PV,,عبد,فعل,PV,INVARIABLE,,MASAQ:63517,Full,Certificate,43:20:6,
عَبَسَ,عبس,FIIL,PV,,عبس,فعل,PV,INVARIABLE,,MASAQ:74705,Full,Certificate,74:22:2,
عَبُوسَاً,عبوسا,ISM_MUARAB,ADJ_INTENS,,عبس,فعول,,ACCUSATIVE,ADJ,MASAQ:75138,Full,Certificate,76:10:6,
عَبَّدْتَ,عبدت,FIIL,PV,,عبد,فعل,PV,INVARIABLE,,MASAQ:47519,Full,Certificate,26:22:6,
عَبْدٌ,عبد,ISM_MUARAB,NOUN_CONCRETE,,عبد,فعل,,NOMINATIVE,PRED,MASAQ:63920,Full,Certificate,43:59:4,
عَبْدٍ,عبد,ISM_MUARAB,NOUN_CONCRETE,,عبد,فعل,,GENITIVE,GEN_CONS,MASAQ:55464,Full,Certificate,34:9:28,
عَبْدَاً,عبدا,ISM_MUARAB,NOUN_CONCRETE,,عبد,فعل,,ACCUSATIVE,V_COP_PRED,MASAQ:13318,Full,Certificate,4:172:6,
عَبْدَنَا,عبدنا,ISM_MUARAB,NOUN_CONCRETE,,عبد,فعل,,ACCUSATIVE,OBJ,MASAQ:58701,Full,Certificate,38:17:6,
